district_name,grid_count,primary_rule_count,primary_positive_rule_count,v5_positive_rule_count,mean_v5_suppression_index,mean_primary_sensitive_suppression_index,mean_suppression_delta_primary_minus_v5,suppressed_frontier_grids_v5,primary_supported_positive_grids,positive_depends_on_nonprimary_grids,primary_sensitive_suppression_rank
光明区,645,1,1,1,0.06630412156546317,0.06885319629788811,0.0025490747324249494,17,1,0,6
南山区,881,14,6,17,0.11478951043735394,0.11613029734328364,0.0013407869059297083,65,6,7,5
坪山区,690,1,1,1,0.026595086285872423,0.027769932007598124,0.0011748457217257006,6,1,0,8
宝安区,1726,8,4,9,0.12212907765945595,0.12435209002779452,0.002223012368338545,131,4,4,4
盐田区,380,2,1,2,0.026247509032371243,0.027016720493340828,0.0007692114609695866,3,1,1,9
福田区,344,29,20,29,0.21341510347152523,0.20974711279947816,-0.003667990672047058,56,12,4,1
罗湖区,336,18,15,16,0.1272897948139971,0.12653815339731941,-0.0007516414166776719,29,13,1,3
龙华区,733,6,3,5,0.1738073210776778,0.1754389887037008,0.001631667626023,105,3,2,2
龙岗区,3314,5,4,4,0.0632108099100728,0.06507438486011051,0.0018635749500377089,137,3,0,7
