district_name,network_core_with_pet_ecology,network_core_without_high_pet_ecology,pet_ecology_peripheral_or_local,low_network_pet_rule_signal
福田区,0.09593023255813954,0.09302325581395349,0.04941860465116279,0.7616279069767442
罗湖区,0.0625,0.0744047619047619,0.011904761904761904,0.8511904761904762
南山区,0.04199772985244041,0.08967082860385925,0.022701475595913734,0.8456299659477866
龙华区,0.058663028649386086,0.03956343792633015,0.06684856753069578,0.834924965893588
龙岗区,0.01931200965600483,0.07875678937839468,0.016294508147254073,0.8856366928183464
宝安区,0.03476245654692932,0.06257242178447277,0.02607184241019699,0.8765932792584009
盐田区,0.007894736842105263,0.0868421052631579,0.0,0.9052631578947369
坪山区,0.007246376811594203,0.059420289855072465,0.002898550724637681,0.9304347826086956
光明区,0.017054263565891473,0.03255813953488372,0.013953488372093023,0.9364341085271318
